Agency,Platform,Url,Date Sampled,Likes
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,12/30/2011 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,12/30/2011 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,12/30/2011 0:00,
DRIS,Twitter,https://twitter.com/NYCRecords,12/30/2011 0:00,
Vets,Twitter,http://twitter.com/NYCVeterans,12/30/2011 0:00,167
Prob,Twitter,www.twitter.com/nycprobation,12/30/2011 0:00,37
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,12/30/2011 0:00,115
NYCCFB,Twitter,http://twitter.com/NYCVotes,12/30/2011 0:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,12/30/2011 0:00,
NYC Digital,Twitter,https://twitter.com/nycgob,12/30/2011 0:00,
MOAE,Twitter,http://twitter.com/youcantoonyc,12/30/2011 0:00,1
Materials for the Arts,Twitter,https://twitter.com/mftanyc,12/30/2011 0:00,1563
FDNY,Twitter,https://twitter.com/joinFDNY,12/30/2011 0:00,1068
DSNY,Twitter,www.twitter.com/nycrecycles,12/30/2011 0:00,21
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,12/30/2011 0:00,
DOF,Twitter,https://twitter.com/nycfinance,12/30/2011 0:00,
DHS,Twitter,www.twitter.com/nycdhs,12/30/2011 0:00,151
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,12/30/2011 0:00,747
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,12/30/2011 0:00,58788
NYC & Co,Twitter,http://twitter.com/nycgo,12/30/2011 0:00,47152
OEM,Twitter,http://twitter.com/NotifyNYC,12/30/2011 0:00,35974
311,Twitter,http://www.twitter.com/311NYC,12/30/2011 0:00,23990
NYPD,Twitter,http://twitter.com/NYPDnews,12/30/2011 0:00,26053
DPR,Twitter,http://twitter.com/NYCParks,12/30/2011 0:00,19841
DOE,Twitter,http://twitter.com/NYCSchools,12/30/2011 0:00,19475
FDNY,Twitter,http://www.twitter.com/FDNY,12/30/2011 0:00,20493
DOT,Twitter,http://twitter.com/NYC_DOT,12/30/2011 0:00,12867
311,Twitter,http://www.twitter.com/NYCASP,12/30/2011 0:00,9097
NYC Digital,Twitter,http://twitter.com/nycgov,12/30/2011 0:00,10049
DOH,Twitter,http://twitter.com/nycHealthy,12/30/2011 0:00,6643
EDC,Twitter,http://twitter.com/nycedc,12/30/2011 0:00,6225
MOME,Twitter,http://www.twitter.com/nyc_media,12/30/2011 0:00,5900
NYCHA,Twitter,http://twitter.com/NYCHA,12/30/2011 0:00,3414
DOB,Twitter,http://twitter.com/nyc_buildings,12/30/2011 0:00,2953
TLC,Twitter,http://twitter.com/NYCTaxi,12/30/2011 0:00,2643
NYCService,Twitter,http://twitter.com/nycservice,12/30/2011 0:00,2546
DYCD,Twitter,http://twitter.com/nycyouth,12/30/2011 0:00,2384
PlaNYC,Twitter,http://twitter.com/PlaNYC,12/30/2011 0:00,2528
DOITT,Twitter,http://twitter.com/nycdoitt,12/30/2011 0:00,2444
DEP,Twitter,http://twitter.com/nycwater,12/30/2011 0:00,2417
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,12/30/2011 0:00,2285
MOIA,Twitter,https://twitter.com/NYCimmigrants,12/30/2011 0:00,1722
HHC,Twitter,http://twitter.com/HHCnyc,12/30/2011 0:00,1852
CAU,Twitter,www.twitter.com/mayorscau,12/30/2011 0:00,1547
DOE,Twitter,http://twitter.com/iteachnyc,12/30/2011 0:00,1319
DCA,Twitter,http://twitter.com/nycdca,12/30/2011 0:00,1531
DOI,Twitter,http://twitter.com/DOINews,12/30/2011 0:00,1418
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,12/30/2011 0:00,1226
MOME,Twitter,http://www.twitter.com/madeinny,12/30/2011 0:00,1171
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,12/30/2011 0:00,977
DFTA,Twitter,http://www.twitter.com/timebanksnyc,12/30/2011 0:00,706
City Charter,Twitter,http://twitter.com/CityCharterNYC,12/30/2011 0:00,630
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,12/30/2011 0:00,528
DOE,Twitter,http://twitter.com/nyctf,12/30/2011 0:00,541
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,12/30/2011 0:00,537
EDC,Twitter,http://twitter.com/AppSciNYC,12/30/2011 0:00,830
NYCCFB,Twitter,http://twitter.com/NYCCFB,12/30/2011 0:00,394
MOPD,Twitter,http://twitter.com/nyc_mopd,12/30/2011 0:00,443
DOE,Twitter,http://twitter.com/TheFundforPS,12/30/2011 0:00,297
DFTA,Twitter,http://twitter.com/NYCaging,12/30/2011 0:00,414
energyNYC,Twitter,http://twitter.com/energy_nyc,12/30/2011 0:00,302
NYC Digital,Twitter,http://twitter.com/nycdigital,12/30/2011 0:00,638
HRA,Twitter,http://twitter.com/nychra,12/30/2011 0:00,351
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,12/30/2011 0:00,195
LMEC,Twitter,http://twitter.com/nyclmew,12/30/2011 0:00,252
NYC & Co,Twitter,http://twitter.com/nycgoshop,12/30/2011 0:00,238
OEM,Twitter,http://twitter.com/NYCOEM,12/30/2011 0:00,132
DOE,Twitter,http://twitter.com/alumny,12/30/2011 0:00,128
LPC,Twitter,https://twitter.com/NYCLPC,12/30/2011 0:00,253
City Store,Twitter,http://twitter.com/citystorenyc,12/30/2011 0:00,100
SBS,Twitter,https://twitter.com/NYCWorkforce1,12/30/2011 0:00,186
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,12/30/2011 0:00,9
SBS,Tumblr,http://nycheighborhoods.tumblr.com,12/30/2011 0:00,
FDNY,Tumblr,http://fdny.tumblr.com/,12/30/2011 0:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,12/30/2011 0:00,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,12/30/2011 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,12/30/2011 0:00,
TLC,Tumblr,http://nyctlc.tumblr.com/,12/30/2011 0:00,
OMB,Tumblr,http://nycarra.tumblr.com,12/30/2011 0:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,12/30/2011 0:00,
OEM,Tumblr,http://nyccert.tumblr.com/,12/30/2011 0:00,
NYC Gov,Tumblr,nycgov.tumblr.com,12/30/2011 0:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,12/30/2011 0:00,249
NYC Digital,Tumblr,madeinny.tumblr.com,12/30/2011 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,12/30/2011 0:00,
HRA,Tumblr,http://nycdads.tumblr.com,12/30/2011 0:00,
EDC,Tumblr,http://nycedc.tumblr.com/,12/30/2011 0:00,819
DOT,Tumblr,http://thedailypothole.tumblr.com ,12/30/2011 0:00,293
DOH,Tumblr,http://mygooddognyc.tumblr.com/,12/30/2011 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,12/30/2011 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,12/30/2011 0:00,
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,12/30/2011 0:00,
NYC Digital,Tumblr,http://nycdigital.tumblr.com,12/30/2011 0:00,1209
OEM,SMS,,12/30/2011 0:00,61652
NYCHA,SMS,,12/30/2011 0:00,
DOE,SMS,877877,12/30/2011 0:00,382
DRIS,Pinterest,http://pinterest.com/recordsnyc,12/30/2011 0:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,12/30/2011 0:00,
DOH,Pinterest,http://pinterest.com/nychealth,12/30/2011 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,12/30/2011 0:00,
NYC Gov,Newsletter,0,12/30/2011 0:00,543533
NYC Digital: external newsletter,Newsletter,,12/30/2011 0:00,
DOT,Newsletter,,12/30/2011 0:00,72614
DOE,Newsletter,,12/30/2011 0:00,187180
SBS,Linked-In,http://www.linkedin.com/company/workforce1,12/30/2011 0:00,157
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,12/30/2011 0:00,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,12/30/2011 0:00,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,12/30/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,12/30/2011 0:00,
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,12/30/2011 0:00,
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,12/30/2011 0:00,16162
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,12/30/2011 0:00,1587
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,12/30/2011 0:00,205
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,12/30/2011 0:00,350
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,12/30/2011 0:00,944
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,12/30/2011 0:00,3186
DOT,iPhone app,You The Man,12/30/2011 0:00,2635
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,12/30/2011 0:00,142
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,12/30/2011 0:00,171
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,12/30/2011 0:00,8041
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,12/30/2011 0:00,16879
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,12/30/2011 0:00,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,12/30/2011 0:00,
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,12/30/2011 0:00,
NYCHA,Foursquare,https://foursquare.com/nycha,12/30/2011 0:00,409
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,12/30/2011 0:00,
NYC Gov,Foursquare,http://foursquare.com/nycgov,12/30/2011 0:00,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,12/30/2011 0:00,5
FDNY,Foursquare,https://foursquare.com/fdny,12/30/2011 0:00,
EDC,Foursquare,https://foursquare.com/user/3045331,12/30/2011 0:00,18
DPR,Foursquare,https://foursquare.com/nycparks,12/30/2011 0:00,9156
DOT,Foursquare,http://foursquare.com/user/7474166,12/30/2011 0:00,3
DOH,Foursquare,https://foursquare.com/nychealthy,12/30/2011 0:00,44
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,12/30/2011 0:00,71
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,12/30/2011 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,12/30/2011 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,12/30/2011 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,12/30/2011 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,12/30/2011 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,12/30/2011 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,12/30/2011 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,12/30/2011 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,12/30/2011 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,12/30/2011 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,12/30/2011 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,12/30/2011 0:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,12/30/2011 0:00,
EDC,Flickr,http://www.flickr.com/nycedc,12/30/2011 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,12/30/2011 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,12/30/2011 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,12/30/2011 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,12/30/2011 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,12/30/2011 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,12/30/2011 0:00,
DEP,Flickr,http://www.flickr.com/photos/nycep,12/30/2011 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,12/30/2011 0:00,216
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,12/30/2011 0:00,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,12/30/2011 0:00,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,12/30/2011 0:00,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,12/30/2011 0:00,
NYPD,Facebook,https://www.facebook.com/NYPD,12/30/2011 0:00,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,12/30/2011 0:00,
NYC Gov,Facebook,http://www.facebook.com/nycgov,12/30/2011 0:00,
MOME,Facebook,http://www.facebook.com/NYCMINY,12/30/2011 0:00,
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,12/30/2011 0:00,1790
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,12/30/2011 0:00,11
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,12/30/2011 0:00,2507
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,12/30/2011 0:00,25
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,12/30/2011 0:00,
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,12/30/2011 0:00,52
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,12/30/2011 0:00,74
DOB,Facebook,http://www.facebook.com/NYCBuildings,12/30/2011 0:00,876
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,12/30/2011 0:00,
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,12/30/2011 0:00,13
FDNY,Facebook,http://www.facebook.com/FDNYhome,12/30/2011 0:00,65243
NYC & Co,Facebook,http://www.facebook.com/nycgo,12/30/2011 0:00,26212
DOH,Facebook,http://www.facebook.com/NYCcondom,12/30/2011 0:00,17626
DOE,Facebook,http://www.facebook.com/NYCschools,12/30/2011 0:00,18290
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,12/30/2011 0:00,13447
DPR,Facebook,http://www.facebook.com/nycparks,12/30/2011 0:00,12096
DOE,Facebook,http://www.facebook.com/fundforpublicschools,12/30/2011 0:00,8223
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,12/30/2011 0:00,7456
DOH,Facebook,http://www.facebook.com/nycquits,12/30/2011 0:00,6601
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,12/30/2011 0:00,7266
NYCService,Facebook,http://www.facebook.com/nycservice,12/30/2011 0:00,5242
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,12/30/2011 0:00,4842
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,12/30/2011 0:00,4513
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,12/30/2011 0:00,6695
DYCD,Facebook,http://www.facebook.com/nycyouth,12/30/2011 0:00,4328
EDC,Facebook,http://www.facebook.com/AppSciNYC,12/30/2011 0:00,3566
DOT,Facebook,http://www.facebook.com/NYCDOT,12/30/2011 0:00,3404
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,12/30/2011 0:00,3804
EDC,Facebook,http://www.facebook.com/NYCEDC,12/30/2011 0:00,2841
MOME,Facebook,https://www.facebook.com/NYCMedia,12/30/2011 0:00,2575
DEP,Facebook,http://www.facebook.com/nycwater,12/30/2011 0:00,2152
DOE,Facebook,http://www.facebook.com/nycgrads,12/30/2011 0:00,1839
DOH,Facebook,http://www.facebook.com/NYCKnows,12/30/2011 0:00,1593
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,12/30/2011 0:00,1339
GreeNYC,Facebook,https://www.facebook.com/birdienyc,12/30/2011 0:00,1273
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,12/30/2011 0:00,1099
HHC,Facebook,http://www.facebook.com/nychhc,12/30/2011 0:00,1029
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,12/30/2011 0:00,1429
DOT,Facebook,http://www.facebook.com/YouTheManNYC,12/30/2011 0:00,959
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,12/30/2011 0:00,804
SBS,Facebook,http://www.facebook.com/NYCBusiness,12/30/2011 0:00,830
Culture,Facebook,https://www.facebook.com/piypnyc,12/30/2011 0:00,703
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,12/30/2011 0:00,879
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,12/30/2011 0:00,681
NYCHA,Facebook,http://www.facebook.com/NYCHA,12/30/2011 0:00,653
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,12/30/2011 0:00,416
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,12/30/2011 0:00,388
DCA,Facebook,http://www.facebook.com/NYCDCA,12/30/2011 0:00,378
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12/30/2011 0:00,374
SICB1,Facebook,https://www.facebook.com/CB1SI,12/30/2011 0:00,331
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,12/30/2011 0:00,373
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,12/30/2011 0:00,389
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,12/30/2011 0:00,293
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,12/30/2011 0:00,318
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,12/30/2011 0:00,283
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,12/30/2011 0:00,289
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12/30/2011 0:00,292
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,12/30/2011 0:00,302
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,12/30/2011 0:00,291
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,12/30/2011 0:00,277
DFTA,Facebook,http://www.facebook.com/timebanksnyc,12/30/2011 0:00,264
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,12/30/2011 0:00,250
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,12/30/2011 0:00,238
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,12/30/2011 0:00,315
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,12/30/2011 0:00,216
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,12/30/2011 0:00,252
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,12/30/2011 0:00,219
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,12/30/2011 0:00,298
City Store,Facebook,http://www.facebook.com/citystorenyc,12/30/2011 0:00,170
MOIA,Facebook,http://www.facebook.com/ihwnyc,12/30/2011 0:00,133
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,12/30/2011 0:00,147
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,12/30/2011 0:00,121
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,12/30/2011 0:00,61
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,12/30/2011 0:00,43
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,12/30/2011 0:00,8
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,12/30/2011 0:00,
DOT,Broadcastr,,12/30/2011 0:00,
MOME,Android,MiNY Venor app,12/30/2011 0:00,343
DOT,Android,You The Man,12/30/2011 0:00,
DOH,Android,Condom Finder,12/30/2011 0:00,
,nyc.gov,2800000,12/30/2011 0:00,
OEM,Newsletter,,12/30/2011 0:00,
NYC Water,Youtube,http://www.youtube.com/nycwater,11/17/2011 0:00,
NYC Gov,YouTube,http://www.youtube.com/nycgov,11/17/2011 0:00,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,11/17/2011 0:00,2
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,11/17/2011 0:00,
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,11/17/2011 0:00,
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,11/17/2011 0:00,1
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,11/17/2011 0:00,140
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,11/17/2011 0:00,
DCA,YouTube,http://www.youtube.com/nycdca,11/17/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,11/17/2011 0:00,
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,11/17/2011 0:00,
DOH,YouTube,http://www.youtube.com/NYCHealth,11/17/2011 0:00,
NYPD,YouTube,http://www.youtube.com/nypd,11/17/2011 0:00,2908
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,11/17/2011 0:00,586
DOT,YouTube,http://www.youtube.com/NYCDOT,11/17/2011 0:00,315
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,11/17/2011 0:00,190
MOME,YouTube,http://www.youtube.com/nycmedia25,11/17/2011 0:00,109
EDC,YouTube,http://www.youtube.com/NYCEDC,11/17/2011 0:00,97
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,11/17/2011 0:00,68
OEM,YouTube,http://www.youtube.com/nycoem,11/17/2011 0:00,52
DYCD,YouTube,http://www.youtube.com/dycdnyc,11/17/2011 0:00,50
DOE,YouTube,http://www.youtube.com/nycschools,11/17/2011 0:00,43
HHC,YouTube,http://www.youtube.com/HHCnyc,11/17/2011 0:00,31
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,11/17/2011 0:00,21
HRA,YouTube,http://www.youtube.com/user/HRANYC,11/17/2011 0:00,18
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,11/17/2011 0:00,11
DOITT,YouTube,http://www.youtube.com/doittnews,11/17/2011 0:00,24
Probation,YouTube,http://www.youtube.com/NYCProbation,11/17/2011 0:00,7
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,11/17/2011 0:00,5
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,11/17/2011 0:00,1
DOE,YouTube,http://www.youtube.com/thefundforps,11/17/2011 0:00,1
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,11/17/2011 0:00,
SBS,WordPress,http://workforce1.org,11/17/2011 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,11/17/2011 0:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,11/17/2011 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,11/17/2011 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,11/17/2011 0:00,
HHS,WordPress,http://hsdata-nyc.org,11/17/2011 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,11/17/2011 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,11/17/2011 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,11/17/2011 0:00,
311,WordPress,http://311nyc.wordpress.com/,11/17/2011 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,11/17/2011 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,11/17/2011 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,11/17/2011 0:00,
DRIS,Twitter,https://twitter.com/NYCRecords,11/17/2011 0:00,
Vets,Twitter,http://twitter.com/NYCVeterans,11/17/2011 0:00,141
Prob,Twitter,www.twitter.com/nycprobation,11/17/2011 0:00,4
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,11/17/2011 0:00,105
NYCCFB,Twitter,http://twitter.com/NYCVotes,11/17/2011 0:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,11/17/2011 0:00,
NYC Digital,Twitter,https://twitter.com/nycgob,11/17/2011 0:00,
MOAE,Twitter,http://twitter.com/youcantoonyc,11/17/2011 0:00,1
Materials for the Arts,Twitter,https://twitter.com/mftanyc,11/17/2011 0:00,
FDNY,Twitter,https://twitter.com/joinFDNY,11/17/2011 0:00,
DSNY,Twitter,www.twitter.com/nycrecycles,11/17/2011 0:00,11
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,11/17/2011 0:00,
DOF,Twitter,https://twitter.com/nycfinance,11/17/2011 0:00,
DHS,Twitter,www.twitter.com/nycdhs,11/17/2011 0:00,96
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/17/2011 0:00,639
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,11/17/2011 0:00,57050
NYC & Co,Twitter,http://twitter.com/nycgo,11/17/2011 0:00,44829
OEM,Twitter,http://twitter.com/NotifyNYC,11/17/2011 0:00,34996
311,Twitter,http://www.twitter.com/311NYC,11/17/2011 0:00,22730
NYPD,Twitter,http://twitter.com/NYPDnews,11/17/2011 0:00,23472
DPR,Twitter,http://twitter.com/NYCParks,11/17/2011 0:00,18824
DOE,Twitter,http://twitter.com/NYCSchools,11/17/2011 0:00,18558
FDNY,Twitter,http://www.twitter.com/FDNY,11/17/2011 0:00,18182
DOT,Twitter,http://twitter.com/NYC_DOT,11/17/2011 0:00,12088
311,Twitter,http://www.twitter.com/NYCASP,11/17/2011 0:00,8691
NYC Digital,Twitter,http://twitter.com/nycgov,11/17/2011 0:00,8356
DOH,Twitter,http://twitter.com/nycHealthy,11/17/2011 0:00,6083
EDC,Twitter,http://twitter.com/nycedc,11/17/2011 0:00,5703
MOME,Twitter,http://www.twitter.com/nyc_media,11/17/2011 0:00,5405
NYCHA,Twitter,http://twitter.com/NYCHA,11/17/2011 0:00,3184
DOB,Twitter,http://twitter.com/nyc_buildings,11/17/2011 0:00,2705
TLC,Twitter,http://twitter.com/NYCTaxi,11/17/2011 0:00,2466
NYCService,Twitter,http://twitter.com/nycservice,11/17/2011 0:00,2372
DYCD,Twitter,http://twitter.com/nycyouth,11/17/2011 0:00,2260
PlaNYC,Twitter,http://twitter.com/PlaNYC,11/17/2011 0:00,2294
DOITT,Twitter,http://twitter.com/nycdoitt,11/17/2011 0:00,2267
DEP,Twitter,http://twitter.com/nycwater,11/17/2011 0:00,2192
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,11/17/2011 0:00,2083
MOIA,Twitter,https://twitter.com/NYCimmigrants,11/17/2011 0:00,1605
HHC,Twitter,http://twitter.com/HHCnyc,11/17/2011 0:00,1663
CAU,Twitter,www.twitter.com/mayorscau,11/17/2011 0:00,1449
DOE,Twitter,http://twitter.com/iteachnyc,11/17/2011 0:00,1287
DCA,Twitter,http://twitter.com/nycdca,11/17/2011 0:00,1355
